State,County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM2.5,Drinking_water_violations,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Long_commute_driving_alone
Georgia,Whitfield,1392,27,5.1,5.3,8,21,34,7.1,35,57,6,466,34,20150,55,40,126,4968,41,47,48089,11665,3138,18,93812,7439,90,270,305,9.2,No,16,85,46887
Georgia,Wilcox,170,27,5.3,5.6,12,25,41,7.4,38,,2,44,50,816,1,3,3,6341,43,39,5295,937,156,32,82379,751,4,22,34,8.3,No,10,86,2654
Georgia,Wilkes,219,27,5.3,5.8,10,24,38,7.1,38,59,1,50,29,1429,4,2,2,5222,36,41,5707,748,248,32,74741,731,11,30,41,8.8,No,14,83,3768
Georgia,Wilkinson,203,26,5.2,5.8,13,24,39,6.8,37,,8,78,38,1134,3,1,4,3693,47,42,5352,946,203,32,83942,759,10,14,41,8.9,No,12,89,3201
Georgia,Worth,432,24,5.1,5.8,13,24,37,7.8,36,44,3,102,36,2746,6,2,2,5328,49,41,12088,2185,475,29,94390,1963,16,88,92,8.4,No,11,85,8779
Hawaii,,14779,15,3.3,3.7,8,13,26,7.8,24,90,169,8093,18,53289,1275,1260,3915,1982,42,44,921548,264204,75395,10,156110,67613,958,4049,4410,4.1,,26,68,698429
Hawaii,Hawaii,2634,19,4,4.5,9,18,25,7.5,25,66,44,753,24,8771,160,129,653,2300,36,38,133526,28783,10133,16,127357,11050,134,462,700,11.5,,23,71,87103
Hawaii,Honolulu,9650,17,3.3,3.8,8,14,25,8.3,25,95,72,6399,17,33662,923,970,2769,1989,44,47,630155,198630,44779,9,164245,44406,625,2366,2938,3.7,,27,65,494042
Hawaii,Kalawao,,16,3.4,3.3,,15,27,,20,100,,0,,,0,0,0,,,,427,163,,,78382,,0,,,,,0,,424
Hawaii,Kauai,764,17,3.6,4.1,8,15,25,8.2,25,91,14,243,20,2952,56,50,150,2052,42,42,47590,10925,5719,10,142735,3544,70,169,253,2.6,,23,77,34799
Hawaii,Maui,1731,16,3.6,4.1,8,16,24,8.3,24,87,39,696,19,7904,136,111,340,1538,39,38,109850,25703,14764,11,153848,8613,125,480,519,4.5,,27,74,82061
Idaho,,19254,15,3.9,4.4,7,16,30,7.5,23,67,363,6863,18,187336,1178,1209,4197,2123,41,43,1045155,297195,47789,12,109976,75639,1302,3672,6820,6.8,,14,78,807123
Idaho,Ada,4224,14,3.7,4.2,7,13,28,8.5,21,81,46,2203,11,38528,464,398,1562,1941,47,51,303186,101000,13893,7,128873,20026,387,1005,1494,7.9,No,13,78,239748
Idaho,Adams,,17,4.3,4.7,10,18,30,7.4,24,10,1,,,487,1,2,3,975,34,35,3065,354,164,22,94450,99,0,5,33,6.3,No,11,69,1548
Idaho,Bannock,1106,18,4.4,4.7,8,18,36,7.3,27,61,13,321,20,8817,62,88,378,2445,36,45,51062,15633,2065,14,100209,4359,58,214,405,6.8,No,15,78,35922
Idaho,Bear Lake,73,18,4.5,4.8,9,18,30,7.9,25,55,2,9,23,532,4,3,5,2575,30,23,3750,778,129,12,96102,283,0,11,30,6.3,No,11,76,2522
Idaho,Benewah,167,20,4.9,5.1,7,21,30,7,26,59,3,28,33,1055,4,8,22,3005,32,27,5735,871,310,18,87742,483,8,22,48,9.9,No,17,79,3536
Idaho,Bingham,602,19,4.5,4.6,8,16,34,7.9,26,31,11,104,24,5725,14,21,65,2592,34,30,24929,6592,916,12,108272,2745,8,74,200,6.8,No,12,76,19650
Idaho,Blaine,176,17,3.9,4.1,7,14,28,8.8,23,74,8,49,11,3511,24,19,49,774,45,55,14385,2632,987,8,118426,1682,25,38,72,5.6,Yes,17,73,12247
Idaho,Boise,115,16,4.1,4.5,7,16,30,7.5,22,79,10,13,13,696,1,,8,1718,38,34,5646,837,288,17,106795,154,5,11,39,5.4,Yes,13,68,3272
Idaho,Bonner,614,17,4.4,4.8,6,19,27,8.1,25,56,13,87,20,4535,21,25,100,1848,37,36,30471,5359,1592,17,97320,1516,43,69,216,13.2,Yes,16,75,18129
Idaho,Bonneville,1347,16,4.1,4.4,8,16,31,7.9,25,74,14,380,23,11095,46,104,386,1834,43,49,65615,20850,2347,13,112165,6534,51,303,471,7,Yes,13,79,52241
Idaho,Boundary,183,19,4.6,4.9,5,20,31,7.9,26,36,1,18,19,1526,6,6,19,1040,32,24,7712,1151,339,20,84639,644,9,11,54,10,Yes,15,77,4610
Idaho,Butte,,19,4.7,4.9,8,19,34,7.7,27,41,2,,,206,1,0,1,,37,29,1801,440,50,18,96648,88,0,4,16,5,No,13,69,1014
Idaho,Camas,,19,4.7,4.8,,19,33,4.3,28,4,0,4,,95,0,0,,2617,38,33,656,142,33,10,105333,29,0,0,,5,No,15,74,456
Idaho,Canyon,2384,21,4.6,4.6,7,18,37,8.1,30,71,38,1333,24,29380,74,103,422,2167,41,45,119819,32769,6218,13,101253,9838,114,547,726,9.6,Yes,15,78,98817
Idaho,Caribou,79,17,4.3,4.7,9,19,33,9,25,9,2,8,13,620,4,5,3,1777,32,38,4079,1037,148,12,112030,195,0,4,34,6.1,Yes,11,75,3187
Idaho,Cassia,282,22,4.6,4.5,8,16,35,8.1,30,57,8,97,31,3414,19,18,33,2956,38,41,12155,3379,454,13,101106,1126,11,45,127,6.7,Yes,13,84,10189
Idaho,Clark,,28,5.2,4.7,,19,35,4.5,35,5,1,,,196,0,0,0,,29,36,362,82,15,20,63583,10,0,2,,4.7,No,20,71,341
Idaho,Clearwater,136,18,4.5,4.8,7,20,31,7.8,24,49,4,32,23,805,9,4,11,4370,36,41,6260,1001,249,24,83806,148,6,21,51,9,Yes,11,76,2915
Idaho,Custer,,19,4.6,4.8,7,18,30,7,27,56,3,4,,436,,1,3,2511,34,35,2760,436,112,19,84000,66,4,3,25,5,No,9,55,1548
Idaho,Elmore,321,21,4.7,4.7,7,18,33,7.1,29,68,12,205,35,3386,16,25,43,2866,30,25,15376,4960,576,16,82232,1545,17,47,102,6.6,Yes,11,81,12223
Idaho,Franklin,124,17,4.3,4.7,8,16,30,9,26,55,5,21,16,1546,6,7,8,3531,35,41,7476,1455,253,10,123839,188,0,5,52,6.8,Yes,12,81,6168
Idaho,Fremont,130,19,4.4,4.6,7,17,33,7.5,27,52,8,10,22,1742,4,10,9,2005,37,40,7607,1729,288,17,99333,352,5,11,49,5.6,No,11,78,5277
Idaho,Gem,281,19,4.6,4.8,7,18,35,7.2,28,68,4,68,27,2034,11,8,21,1030,37,34,10840,1646,498,16,94734,875,14,31,107,8.6,No,15,81,7646
Idaho,Gooding,181,22,4.7,4.6,8,17,36,8.8,30,61,7,41,31,2424,4,4,21,3358,34,28,7943,1466,312,17,87208,822,10,24,77,6.8,No,14,81,6701
Idaho,Idaho,247,20,4.8,5,5,20,31,7.3,29,20,15,22,20,1834,15,7,17,3262,33,23,11286,1799,449,19,88167,361,8,22,106,7.7,Yes,18,72,6139
Idaho,Jefferson,262,17,4,4.4,8,15,32,8.5,24,51,5,35,17,3555,7,6,8,1891,35,44,15359,5402,483,10,114014,757,3,14,81,6.7,No,12,76,13290
Idaho,Jerome,229,24,4.9,4.6,7,18,31,7.6,32,41,18,111,42,4349,9,7,7,3436,32,40,11469,2739,487,15,94450,1404,15,64,97,6.3,No,16,80,11069
Idaho,Kootenai,1888,17,4.2,4.6,6,17,31,8,23,77,28,578,17,16442,145,131,352,1573,45,45,105752,27574,5632,10,112481,6381,135,384,616,13.2,Yes,15,80,73715
Idaho,Latah,306,15,4.1,4.4,5,15,29,8.2,21,64,4,175,6,3462,31,19,70,1801,47,49,22175,7906,938,11,99505,828,43,41,110,10.1,No,19,66,19452
Idaho,Lemhi,143,18,4.5,4.9,6,18,33,7.3,24,72,3,4,23,738,7,3,11,1813,37,27,5576,1055,243,22,78413,210,5,14,53,9.5,No,16,73,3128
Idaho,Lewis,,21,4.9,5.1,8,21,34,6.1,29,39,1,11,27,417,1,2,4,2678,32,36,2454,437,128,20,80107,143,0,5,18,8.1,No,14,76,1353
Idaho,Lincoln,72,24,5,4.7,6,18,35,4.8,32,,7,12,29,918,1,1,1,2359,32,36,2708,628,156,16,84587,368,0,10,30,5.9,No,14,75,2594
Idaho,Madison,188,19,5,5,6,16,36,7.2,26,82,1,33,6,3395,27,25,67,1914,36,43,15985,7941,606,11,95290,628,0,21,61,6.2,Yes,30,67,18587
Idaho,Minidoka,241,23,4.8,4.6,7,17,34,7.1,32,51,4,91,36,3090,5,7,9,1490,41,33,10158,2459,448,19,96293,1078,9,35,100,6.8,Yes,10,82,9191
Idaho,Nez Perce,580,18,4.3,4.7,6,18,33,7.9,25,60,9,117,21,3851,29,32,117,2550,46,47,26207,6189,1013,13,108781,1853,43,59,210,9.4,No,13,82,18713
Idaho,Oneida,,17,4.3,4.7,8,17,30,8.3,27,11,1,4,19,464,2,2,6,2186,38,28,2577,535,98,13,88713,101,0,3,25,6.3,No,14,77,1888
Idaho,Owyhee,169,24,5,4.8,8,19,33,7.5,32,19,6,53,25,2167,1,4,3,2515,33,31,5729,1134,327,19,84979,665,3,21,53,7.7,No,16,72,4996
Idaho,Payette,342,20,4.6,4.7,7,18,32,7.9,29,48,9,79,26,3063,10,14,31,1425,41,41,13535,2817,632,14,103539,896,12,51,105,8.8,Yes,14,86,10214
Idaho,Power,96,22,4.7,4.5,7,17,37,8.4,30,66,3,15,36,1164,2,2,4,1923,33,42,3770,726,168,17,90773,354,3,9,34,6.3,Yes,6,71,3489
Idaho,Shoshone,244,22,5.2,5.3,7,23,33,7,32,90,10,21,29,1374,4,7,16,3060,38,44,7999,1348,498,21,76685,811,8,50,78,12.1,No,12,76,4955
Idaho,Teton,80,14,3.6,3.9,8,13,26,9.7,20,80,2,15,15,1663,4,6,12,3138,42,32,7382,2719,376,10,147083,407,3,9,36,4.7,No,10,71,6164
Idaho,Twin Falls,1064,19,4.5,4.6,8,17,34,8.3,29,63,13,397,25,10179,62,67,258,2530,38,50,48126,14581,2167,13,99042,3781,80,200,478,7,Yes,13,83,39882
Idaho,Valley,101,15,3.9,4.4,5,15,25,8.3,20,67,5,30,10,1163,16,6,24,1751,36,46,7949,1484,448,11,119392,213,16,33,45,6.2,No,15,77,4658
Idaho,Washington,143,22,4.9,4.9,6,18,34,7.8,31,66,3,18,22,1257,5,2,7,1576,37,31,6269,1123,256,20,80594,593,4,10,46,7.3,No,16,70,3739
Illinois,,155530,17,3.6,4.2,8,15,32,8.6,25,87,1557,81012,18,907738,10295,10307,33822,4447,44,49,7788362,2401521,591615,14,136273,710917,12529,51759,44389,9.4,,17,72,6129176
Illinois,Adams,936,17,3.9,4.7,8,19,33,8.4,26,74,3,282,23,3118,64,54,186,5354,54,44,42281,10406,1972,13,104397,2785,99,229,258,9.3,No,11,84,32388
Illinois,Alexander,160,24,4.8,5.3,9,24,41,4.8,34,48,2,46,50,336,1,4,27,3549,41,38,3678,527,188,37,66258,674,9,92,36,9.5,No,17,82,1901
Illinois,Bond,217,18,4,4.7,7,20,37,7.9,28,54,6,55,17,835,10,3,25,4036,44,48,10650,2523,512,15,101910,559,20,7,69,9.3,Yes,11,82,6920
Illinois,Boone,586,18,3.8,4.3,7,17,34,8.4,28,81,8,199,15,3785,29,19,21,3210,41,48,30429,7373,2860,11,133349,2556,29,92,156,9.6,No,14,82,25168
Illinois,Brown,69,21,4.1,4.5,7,21,38,8.2,30,68,0,,21,158,1,,21,4577,46,33,3977,1013,115,11,104375,198,7,7,17,8.9,No,6,82,2283
Illinois,Bureau,491,18,3.9,4.6,7,18,35,7.8,28,73,16,121,17,1837,16,12,21,3321,43,41,21210,4330,1239,14,104209,1532,49,42,169,9.8,No,10,83,15610
Illinois,Calhoun,,17,4,4.9,7,21,36,8,27,2,0,4,,254,1,1,,3903,35,46,3256,631,169,12,121881,97,0,,13,9.1,Yes,12,79,2020
Illinois,Carroll,247,17,3.8,4.7,6,19,35,8.4,27,50,6,35,19,778,3,4,20,3357,36,49,9637,1789,532,15,100788,407,21,6,64,9.3,Yes,9,84,6348
Illinois,Cass,169,22,4.3,4.8,9,20,38,8.5,32,17,2,41,37,997,,8,77,4736,39,43,6966,1443,387,16,96278,577,18,67,50,9.4,No,10,82,5640
Illinois,Champaign,1879,17,3.7,4.3,8,16,36,8.2,25,81,21,1907,12,11815,210,136,618,5032,45,51,116216,42493,6993,15,116341,11150,249,1007,691,8.3,Yes,20,70,100867
Illinois,Christian,533,18,4.1,4.9,9,21,36,8.5,29,60,6,91,25,1663,12,8,21,5419,43,44,20927,4483,1101,15,94728,1376,45,50,143,9.9,No,9,84,14704
Illinois,Clark,260,18,4,4.9,8,20,36,7.7,27,50,7,44,25,792,6,2,4,4459,34,44,10177,2377,579,15,107610,660,26,24,71,9.2,No,7,80,7334
Illinois,Clay,220,20,4.4,5.1,8,22,36,7.6,29,43,4,28,33,734,2,7,20,1840,45,39,8148,1801,585,19,98717,495,30,8,46,9.4,No,11,86,5985
Illinois,Clinton,404,16,3.7,4.6,7,19,35,8.8,25,60,2,96,14,1737,14,12,20,3725,50,42,24138,6702,1154,8,119564,1505,48,51,112,9.4,No,10,82,18117
Illinois,Coles,660,19,4.2,5,7,21,36,7,27,64,10,357,15,2904,38,27,204,7184,46,47,29887,8001,1716,18,93669,2363,76,147,152,9.4,No,15,75,24398
Illinois,Cook,63871,19,3.6,4,9,15,29,8.9,26,98,349,45414,20,466676,4923,4884,16279,4699,41,48,3142885,1121068,281454,17,141200,335722,3719,31925,18535,11.2,No,21,60,2508211
Illinois,Crawford,241,19,4.1,4.8,7,20,37,8.4,28,54,3,36,27,939,10,7,39,3367,43,39,11928,3134,590,15,103479,613,30,42,66,9.5,No,11,84,7903
Illinois,Cumberland,122,18,4.2,5,8,21,35,8.6,28,1,3,31,17,607,,1,4,5782,44,43,7000,1577,338,11,105199,193,11,13,30,9.4,No,8,84,5536
Illinois,DeKalb,1028,18,3.8,4.5,7,17,36,7.3,27,80,15,640,9,6473,29,68,298,3679,42,54,56942,18265,4353,11,120123,5397,102,283,301,10.2,No,16,78,52569
Illinois,De Witt,281,18,4,4.8,6,20,36,8.6,28,74,2,48,22,806,5,5,5,4164,46,42,10407,2367,464,13,104655,644,21,27,69,9.9,No,8,86,7680
Illinois,Douglas,224,20,4.2,4.9,6,21,36,8.6,30,71,6,60,18,1718,6,12,3,5650,46,46,10923,2643,562,12,108254,587,28,36,73,9.3,No,12,75,9359
Illinois,DuPage,7490,14,3,3.7,7,11,27,9.4,23,99,45,2699,7,49519,1250,1042,3195,3231,46,56,593465,188344,38391,6,176674,32091,850,827,2030,10.5,No,15,74,480396
Illinois,Edgar,314,17,3.9,4.8,8,20,36,7.2,27,48,1,54,31,921,5,5,26,6990,37,35,11353,2506,588,18,88397,815,22,48,77,9.1,Yes,11,84,7987
Illinois,Edwards,109,17,4,4.9,8,20,35,8,27,12,0,21,25,306,,1,4,4546,42,39,4176,932,219,14,96333,235,17,,32,9.4,No,6,81,2813
Illinois,Effingham,432,16,3.8,4.7,7,19,34,8.5,26,48,5,70,26,1666,27,57,75,3773,53,35,21883,5933,1277,11,114699,1496,52,61,118,9.6,Yes,9,82,17101
Illinois,Fayette,299,21,4.5,5.2,7,23,38,6.5,31,43,8,52,34,1463,3,10,21,6254,41,41,13150,2887,723,19,97180,1048,38,28,87,9.5,No,11,84,8653
Illinois,Ford,198,18,4,4.8,6,20,36,7.7,28,59,4,30,22,737,10,5,66,4066,45,32,8416,1846,402,14,103653,751,22,34,45,9.3,Yes,11,81,6337
Illinois,Franklin,749,21,4.5,5.2,8,23,37,7,30,50,7,150,38,2400,14,15,265,6529,43,38,24334,5702,1686,21,89494,2097,58,57,210,9.4,No,13,82,15595
Illinois,Fulton,606,19,4.2,4.8,8,20,38,8,28,56,13,85,31,1946,12,7,19,4958,41,36,22551,4837,1251,17,102947,1301,53,36,140,9.7,Yes,11,86,14533
Illinois,Gallatin,107,22,4.7,5.4,8,24,38,4.8,31,37,2,14,38,256,1,,,4379,41,33,3142,648,186,21,89600,333,7,8,19,9.2,No,8,89,1873
Illinois,Greene,224,19,4.1,5,8,22,36,8.5,28,41,5,25,22,711,2,4,,4379,45,37,8572,1661,382,17,101500,663,19,27,70,9.1,Yes,7,83,5913
Illinois,Grundy,633,16,3.5,4.4,7,17,33,8.7,26,66,16,137,12,2385,16,19,85,4767,42,49,31750,9421,2131,7,138188,2953,50,50,186,10.1,Yes,13,87,25149
Illinois,Hamilton,126,18,4.1,4.9,8,20,36,8.3,28,35,1,18,26,419,3,1,2,5828,36,37,5040,1307,281,19,105528,288,23,3,26,8.8,No,7,76,3324
Illinois,Hancock,263,17,4,4.8,7,20,36,7.2,27,46,4,45,22,921,4,6,30,4662,45,41,12038,2546,560,16,98419,858,35,10,85,9.3,No,7,85,8033
Illinois,Hardin,89,21,4.5,5.2,8,23,36,7.5,30,72,2,5,20,225,4,1,1,6984,35,18,2614,479,118,28,81778,86,4,9,16,9.2,No,8,85,1411
Illinois,Henderson,123,17,3.8,4.7,9,19,34,8.9,26,31,2,6,21,385,,11,3,4135,45,45,4643,757,246,15,96460,147,5,,39,9.2,No,6,86,3215
Illinois,Henry,689,17,3.8,4.6,7,18,35,8,27,73,6,128,21,2607,11,18,23,3883,44,46,31871,7300,1864,12,112209,2795,70,58,167,9.8,Yes,8,87,22982
Illinois,Iroquois,507,19,4.2,4.9,8,20,37,7.6,30,37,9,69,23,1823,11,10,85,3921,43,41,17157,3385,844,14,99259,1117,41,36,155,9.3,Yes,13,81,12399
Illinois,Jackson,769,20,4.4,4.9,9,20,39,6.4,29,71,11,597,18,3691,80,46,186,4699,45,41,32317,10112,2105,24,90272,3764,89,246,241,9.4,No,20,78,23391
Illinois,Jasper,100,18,4.1,4.9,7,21,36,7.9,28,33,3,16,16,530,1,1,39,4840,50,43,6200,1350,276,13,111119,375,14,,37,9.4,No,12,82,4496
Illinois,Jefferson,656,20,4.2,4.9,10,21,36,7.3,29,43,7,216,38,2066,24,21,98,4272,43,48,23599,5566,1714,19,96972,2358,70,231,180,9.4,No,13,82,16095
Illinois,Jersey,357,16,3.8,4.7,8,19,35,8.6,26,57,10,55,14,995,9,10,15,4939,43,42,14100,3313,795,12,132473,734,24,30,115,8.3,No,11,82,10344
Illinois,Jo Daviess,279,16,3.7,4.6,7,18,35,8.6,25,61,7,40,13,1210,10,13,19,4618,46,47,14850,2582,866,12,104759,774,24,29,105,9.2,No,11,78,10579
Illinois,Johnson,209,20,4.1,4.8,6,21,37,8.5,29,71,4,28,22,617,1,3,109,4804,43,43,7527,1340,366,17,101153,550,15,31,53,9.4,No,9,84,3794
Illinois,Kane,4781,18,3.5,4,7,15,37,9.2,27,94,45,2309,17,46080,217,361,1575,3988,42,53,298509,86005,23911,9,152995,25562,380,857,1269,9.1,No,16,77,264245
Illinois,Kankakee,1681,19,4,4.6,9,19,37,8.1,28,76,34,701,21,6322,43,55,178,4648,46,50,64263,15940,4770,17,113468,8054,110,310,462,9.7,No,16,81,49847
Illinois,Kendall,892,15,3.2,3.9,7,13,33,9.4,23,92,9,445,8,7377,44,51,147,3910,44,56,74756,27494,5547,4,158673,5463,67,128,301,10.7,Yes,13,82,64671
Illinois,Knox,862,20,4.3,4.9,8,21,39,7.3,29,68,8,236,25,2578,25,19,92,3988,48,55,30928,6385,1825,18,89710,2652,69,156,177,9.6,No,12,82,20625
Illinois,Lake,6217,16,3.2,3.8,8,13,32,8.9,22,96,78,2991,12,47402,791,831,2192,3732,45,55,416524,120051,29411,8,186559,30222,568,1057,1724,10.2,No,16,74,353603
Illinois,LaSalle,1692,19,4,4.7,8,19,36,7.8,29,72,28,357,23,5551,42,59,112,3836,47,47,68942,15519,4964,16,110554,5036,138,134,491,10.2,Yes,12,85,50444
Illinois,Lawrence,274,21,4.3,4.8,10,22,39,7.4,30,36,4,32,36,786,4,1,43,5298,41,47,9833,2224,505,18,102230,715,23,15,68,9.5,No,11,83,6313
Illinois,Lee,527,18,3.9,4.6,7,19,36,8.1,27,65,13,113,19,1536,23,16,208,3967,36,41,22448,5396,1172,13,106151,1327,45,48,135,9.7,No,10,84,14872
Illinois,Livingston,589,20,4.2,4.9,8,21,37,7.8,30,65,13,63,22,1752,15,16,53,3882,54,55,22686,4658,1069,13,108484,2012,59,68,173,9.7,No,13,81,15706
Illinois,Logan,429,18,3.9,4.7,8,19,36,8.1,27,70,12,195,21,1082,9,15,26,4392,53,42,18115,4340,817,15,113192,989,42,65,104,10.1,No,8,81,12230
Illinois,McDonough,381,18,4.1,4.8,7,20,36,7.3,28,62,4,283,8,1563,14,9,60,4309,37,47,17289,4953,911,19,97316,701,41,82,101,9.3,No,13,78,13058
Illinois,McHenry,2973,15,3.3,4.1,6,15,31,8.9,25,88,51,741,8,18546,149,200,695,4214,42,54,195263,53090,13157,7,155826,10887,223,288,942,8.3,Yes,12,81,160951
Illinois,McLean,1678,15,3.5,4.3,8,16,34,8.1,24,79,22,1135,10,7970,96,114,472,3899,56,58,101045,33787,5762,10,133132,8224,204,497,499,9.9,Yes,13,79,85155
Illinois,Macon,1780,19,4.1,4.9,10,21,38,7.5,29,78,29,961,31,4788,92,65,166,5554,48,50,65984,15988,4665,18,103079,7141,162,417,436,10.4,No,13,85,45446
Illinois,Macoupin,722,18,4.1,4.9,10,20,37,8.2,27,61,9,134,22,2355,11,15,28,4235,45,40,29441,6005,1523,15,106772,2094,70,75,218,9.7,No,11,84,19935
Illinois,Madison,4138,17,3.8,4.6,9,19,38,7.5,26,73,56,1244,20,13796,121,238,487,5046,44,52,171753,48896,10182,13,120970,13521,355,581,1318,11.2,No,13,84,126394
Illinois,Marion,758,20,4.4,5.1,9,22,37,7.1,29,56,7,227,40,2057,11,15,137,6096,40,47,23427,5412,1591,21,94573,2183,79,128,191,9.5,No,12,85,15885
Illinois,Marshall,188,17,3.9,4.7,8,19,35,8.5,26,42,6,36,27,572,1,4,,4449,43,47,7741,1594,375,12,102556,374,22,18,48,9.7,No,9,87,5034
Illinois,Mason,261,19,4.2,5,8,22,36,7,29,51,1,44,26,704,3,5,4,3780,46,40,8719,1625,476,20,105021,497,20,36,58,9.7,No,10,78,6024
Illinois,Massac,274,20,4.4,5.1,8,22,37,7.7,30,56,7,41,33,764,2,5,49,5184,46,47,8928,1875,541,23,94438,577,21,47,62,9.6,No,13,88,5620
Illinois,Menard,160,15,3.6,4.6,8,18,34,8.8,25,61,5,24,11,563,4,1,5,3675,48,40,8255,1864,391,11,122270,583,13,10,67,9.7,No,8,82,6105
Illinois,Mercer,231,17,3.8,4.7,8,19,35,8.1,26,24,1,43,18,764,1,4,3,3201,50,46,10244,2167,617,12,105883,594,26,15,69,9.3,No,10,87,7256
Illinois,Monroe,352,13,3.2,4.2,8,15,31,9.2,21,70,3,75,6,1092,13,28,51,4063,53,52,23423,6841,1023,4,154606,898,52,11,92,9.1,No,10,84,18286
Illinois,Montgomery,460,20,4.2,4.9,9,21,39,7.7,29,32,7,80,24,1431,12,18,22,4269,47,31,18347,4011,998,17,101874,1151,41,37,139,9.6,Yes,10,83,11504
Illinois,Morgan,546,19,4.1,4.8,10,21,36,7.2,28,57,12,156,21,1470,15,17,41,3824,44,50,21322,4675,1089,15,103477,1848,43,56,135,9.5,No,13,83,14949
Illinois,Moultrie,194,18,4,4.9,7,20,35,9.1,27,59,1,40,16,993,5,2,27,5840,45,50,8446,1982,367,12,104823,655,21,,59,9.6,No,11,77,6620
Illinois,Ogle,696,17,3.8,4.5,7,18,35,8.5,26,57,7,142,14,2926,32,20,84,3846,38,50,32091,7452,1962,11,110864,2051,71,29,162,9.7,No,12,82,24013
Illinois,Peoria,2628,18,3.9,4.6,10,18,39,7.3,27,75,32,1578,32,10443,235,160,475,3873,47,52,111994,33252,8668,20,112034,13346,240,979,804,9.4,No,14,83,78861
Illinois,Perry,304,21,4.4,4.9,7,22,40,7.4,30,74,6,86,27,1008,10,8,41,4200,42,35,12707,2750,763,17,99454,1482,53,28,74,9.1,No,11,85,7795
Illinois,Piatt,172,14,3.4,4.4,6,17,32,9.2,24,47,7,34,12,744,9,5,11,2861,45,50,10861,2727,453,7,123011,501,23,25,58,9.6,Yes,7,88,8191
Illinois,Pike,266,19,4.3,5.1,7,22,37,7.5,29,36,16,33,29,916,9,8,14,4572,45,21,9766,1822,405,18,94189,914,13,15,67,9.1,No,10,79,6633
Illinois,Pope,,20,4.3,5,11,22,36,6.9,29,98,4,4,33,246,,,2,4077,43,29,3006,421,130,23,92220,114,8,,22,9.4,No,8,84,1121
Illinois,Pulaski,129,24,4.8,5.3,12,24,42,6.4,34,39,2,25,30,342,,,2,2624,45,36,3442,608,206,32,71774,524,11,17,25,9.2,No,13,81,1783
Illinois,Putnam,,16,3.7,4.5,7,18,35,9,25,20,4,26,12,276,1,2,,2216,44,39,3911,795,244,12,110132,235,0,1,31,9.6,No,8,87,2771
Illinois,Randolph,511,20,4.3,4.9,8,22,38,8.3,30,59,10,128,30,1426,15,12,35,5355,44,30,19709,4222,978,16,100961,1518,62,30,152,7.8,Yes,7,84,12971
Illinois,Richland,272,19,4.2,5,7,21,37,8,28,55,0,39,32,926,9,4,71,5505,40,47,9977,2428,498,16,100496,705,29,54,61,9.4,No,10,84,7219
Illinois,Rock Island,2105,18,3.9,4.5,8,19,35,8.1,27,75,20,807,28,8856,72,101,357,4108,51,54,87415,21650,6472,19,106584,9664,175,505,596,9.3,Yes,14,83,65256
Illinois,St. Clair,4143,19,3.9,4.6,10,18,38,7.5,30,76,58,2335,25,15294,163,182,368,5430,43,46,163397,46090,11319,19,117692,22199,283,1590,1189,10.3,No,15,82,123831
Illinois,Saline,511,21,4.6,5.2,9,22,39,7,30,52,4,93,43,1366,15,7,51,5940,39,23,14885,3932,929,21,89870,1332,46,80,118,9.3,No,14,85,9458
Illinois,Sangamon,2767,17,3.7,4.5,11,18,36,8.1,26,72,20,1395,22,10156,232,167,495,5024,48,53,126157,35123,7953,16,119458,14380,369,1567,810,9.5,No,14,82,91981
Illinois,Schuyler,114,19,4.1,4.9,8,21,36,7.5,28,27,2,10,16,376,1,,7,3057,43,36,4785,956,193,15,92772,222,10,10,33,9.1,No,5,80,2809
Illinois,Scott,71,18,4,4.9,8,21,35,6.7,28,14,1,17,19,226,,1,,4424,49,43,3355,617,155,17,107550,266,7,1,23,9,No,9,83,2321
Illinois,Shelby,300,18,4,4.9,7,21,36,8.3,28,39,6,57,23,1004,7,6,8,4291,45,50,14489,2911,660,12,100138,789,35,9,93,9.7,No,10,87,10310
Illinois,Stark,89,19,4.2,5,7,21,36,6.5,29,14,4,13,18,293,1,1,,2934,40,46,3435,648,173,15,97844,172,11,2,29,9.5,No,10,82,2433
Illinois,Stephenson,680,18,4.1,4.8,9,19,37,8.5,28,53,10,270,26,2211,19,23,104,3492,36,50,29227,6047,1546,17,98192,3037,68,56,244,9.3,Yes,12,79,20313
Illinois,Tazewell,1779,16,3.7,4.6,6,18,33,8.1,24,80,8,363,19,5767,63,74,269,3506,46,55,86553,22882,5029,9,119426,5196,184,309,432,10.3,Yes,9,85,61132
