State,County,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation__Black/white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Arkansas,Crittenden,72.2,975,57,44,18,14,215,8000,5407,28,69,40,3196,88,85,13,2.4,2.5,0.16,10749,0.78,47545,89,51,29,33,22,29,70,49,256,10806,2724,80,47616,52.6,10632
Arkansas,Cross,72.1,383,13,,17,12,33,2780,2600,,34,37,1078,81,95,,2.9,2.9,0.05,10709,0.82,40587,68,59,34,14,,22,15,17,109,4363,521,76,16142,51.3,10148
Arkansas,Dallas,73.8,180,,,17,13,,1170,2174,,14,38,372,59,,,2.9,3,0.06,13027,0.7,34649,90,39,28,4,,,10,16,27,2112,217,61,6802,50.8,4272
Arkansas,Desha,72.2,255,,,20,16,18,2240,2161,,24,40,810,108,88,,2.5,2.3,0.06,11045,1.09,37421,100,24,27,13,16,,12,39,74,3137,531,63,11110,53.5,4087
Arkansas,Drew,74,329,19,20,16,12,24,2970,1703,,28,37,1046,72,89,,2.3,2.6,0.02,10038,0.79,46787,72,25,21,19,13,17,22,24,76,4840,647,71,17977,51.2,8997
Arkansas,Faulkner,76.3,1656,73,78,15,11,159,18870,13493,57,130,36,8701,90,91,3,3.2,3,0.14,9778,0.85,57367,49,43,23,53,5,103,96,15,176,28115,5633,84,126919,51.3,43891
Arkansas,Franklin,74,347,12,,18,12,13,3540,342,,31,36,1298,34,95,24,3.2,3.1,0.03,9075,0.76,47256,62,,21,9,,24,21,55,4,4842,918,68,17897,50,14972
Arkansas,Fulton,75.3,270,,,19,12,14,2340,727,,20,36,846,202,94,,3.4,3.4,0.06,10170,0.73,39839,77,,34,5,,15,13,,26,4139,510,54,12381,51,11378
Arkansas,Garland,74.3,2093,52,49,16,11,210,17110,10230,87,164,35,7717,137,83,15,2.9,2.9,0.11,10002,0.85,46459,68,53,32,53,11,141,132,26,205,27468,4804,80,99789,51.9,35436
Arkansas,Grant,76.2,298,12,,15,10,22,2800,2225,,27,34,957,70,91,,3.2,3,0.03,8538,0.67,62077,52,27,17,4,,19,18,4,41,5377,560,79,18449,50.6,13395
Arkansas,Greene,75.1,804,23,27,16,10,38,8050,2799,15,69,34,2788,96,93,8,2.7,2.6,0.06,9049,0.83,53821,72,69,20,23,6,57,46,7,112,11771,1795,81,45597,50.8,17470
Arkansas,Hempstead,75.6,388,10,,17,14,25,3470,3642,,36,37,1809,61,82,,2.7,2.5,0.18,9955,0.85,42790,89,40,25,11,9,,16,34,56,5548,751,76,21253,51.7,12609
Arkansas,Hot Spring,74,709,24,,17,11,63,5900,3692,14,64,35,2005,74,90,,2.9,2.7,0.18,9485,0.78,49582,66,60,21,13,10,49,32,9,76,9946,817,71,33787,48,21719
Arkansas,Howard,73.5,266,16,,18,13,17,2060,2223,,28,38,1148,46,96,,2.9,2.6,0.14,12864,0.69,40566,79,33,21,8,12,11,13,9,0,3553,439,74,13109,51.7,9310
Arkansas,Independence,75.9,626,23,23,17,11,46,6450,2234,11,64,34,2544,138,91,,2.8,2.7,0.1,10552,0.76,50834,66,74,21,20,4,38,31,,85,10417,1351,61,37757,51,25134
Arkansas,Izard,74.5,276,14,,16,11,18,2530,44,,20,35,832,132,,,3.1,3.1,0.09,10881,0.85,41787,65,,27,4,,21,15,,0,3836,408,49,13613,48.1,13696
Arkansas,Jackson,72.5,361,11,,19,13,40,3660,2568,,35,38,915,90,83,,3,2.9,0.12,9988,0.75,40789,62,49,29,9,8,18,13,,23,4371,659,71,16636,50.4,11709
Arkansas,Jefferson,72.4,1464,44,53,17,15,295,11520,8213,38,95,40,3328,84,78,12,2.3,2.2,0.35,11351,0.83,40588,84,61,28,54,31,46,138,42,143,16490,3172,67,65377,50.8,23940
Arkansas,Johnson,75.5,465,15,,18,13,11,5080,3404,11,26,37,2545,68,96,10,2.8,2.6,0.13,9414,0.69,39439,77,49,30,11,,25,23,32,56,7098,961,65,26513,50.5,18227
Arkansas,Lafayette,74.2,177,,,19,14,8,1290,868,,,39,503,76,,,2.6,2.5,0.05,12857,0.64,40007,85,28,20,5,,,12,,30,2265,294,64,6596,51.2,7645
Arkansas,Lawrence,73,355,10,,17,11,10,3050,2928,11,48,36,944,79,95,,2.8,2.7,0.06,10116,0.72,41188,75,56,25,16,,20,21,28,63,4534,444,75,16410,50.8,11069
Arkansas,Lee,71.6,232,,,19,16,41,1610,2115,,15,41,429,70,,,2.1,1.8,0.01,12888,0.89,32502,100,50,51,6,19,11,,,31,1858,482,66,8513,44.1,6620
Arkansas,Lincoln,73.9,243,,,17,13,40,2210,2474,12,15,40,620,62,93,,2.4,2.4,0.01,9638,0.72,47903,66,45,20,6,,11,,15,26,2801,295,54,12944,38.2,14134
Arkansas,Little River,73.1,265,10,,17,12,16,2030,130,,28,38,780,82,90,,2.8,2.7,0.02,9833,0.75,47125,67,33,19,6,,15,16,12,46,4124,196,73,12180,51.9,9025
Arkansas,Logan,73.9,449,14,,17,11,14,4000,1922,14,29,37,1444,65,93,,2.9,2.9,0.05,9875,0.76,43577,89,59,22,9,,30,16,17,0,6283,452,72,21410,50.4,15875
Arkansas,Lonoke,75.2,1122,54,55,15,10,72,10260,3621,42,101,35,4478,66,89,10,3,3.1,0.08,9736,0.8,59623,47,47,24,42,4,71,53,15,74,19350,2404,83,73921,50.8,30632
Arkansas,Madison,76.3,267,21,,17,11,13,2600,1727,,30,36,1594,30,83,,2.6,2.8,0.04,10254,1.01,45144,65,,33,7,,21,14,15,4,4855,403,73,16644,50.1,15717
Arkansas,Marion,74.7,415,,,16,11,19,2990,534,,30,34,1096,60,92,,2.8,2.9,0.04,9419,0.83,39888,86,,23,5,,24,24,19,13,5500,754,79,16790,50.8,16653
Arkansas,Miller,73.6,890,29,38,17,12,120,7530,5323,12,67,38,2824,67,83,13,2.8,2.8,0.26,10025,0.73,43634,83,60,26,18,9,42,45,29,218,10676,1603,79,43177,51,17390
Arkansas,Mississippi,69.7,1006,44,41,18,14,78,8240,4181,19,67,41,2720,65,89,10,2.6,2.5,0.33,11042,0.72,47892,81,56,21,37,26,33,78,18,87,9581,1441,77,40066,51.2,16857
Arkansas,Monroe,69.7,197,,,19,14,20,1400,1221,,20,40,412,106,,,2.2,2.1,0.03,12370,0.72,35833,100,26,22,7,,,11,13,71,1997,190,68,6584,52.9,5621
Arkansas,Montgomery,75.1,187,,,18,11,6,1770,1000,,17,35,840,89,,,2.9,2.7,0.06,10743,0.81,42751,77,,23,4,,13,11,,13,3122,224,69,9006,50.6,9487
Arkansas,Nevada,74.9,171,,,17,13,11,1500,2462,,16,39,462,86,88,,2.5,2.4,0.04,10755,0.87,41854,100,7,23,4,,,,31,3,2215,285,67,8099,50.7,6224
Arkansas,Newton,75.2,168,,,16,10,,1310,946,,17,36,483,92,97,,2.4,2.3,,11507,0.75,40698,82,,24,8,,,,,7,2511,391,64,7602,49.6,8330
Arkansas,Ouachita,72.7,564,22,,18,14,49,4210,4741,10,43,40,1312,56,91,,2.7,2.6,0.1,10422,0.76,46374,72,18,21,14,9,14,14,34,50,6729,889,72,23167,52.4,14719
Arkansas,Perry,76.2,192,,,17,11,10,1900,554,,22,37,670,58,91,,3,2.7,0.05,9647,0.72,46317,63,49,22,5,,11,,,0,2950,190,73,10327,50.2,10445
Arkansas,Phillips,69.5,453,20,26,21,17,52,4220,4120,,36,40,1057,75,84,,2.6,2.3,0.3,12198,0.89,35167,100,35,47,17,48,19,59,,77,3484,929,71,17299,53.4,10436
Arkansas,Pike,75.2,223,,,17,11,7,1880,1058,,18,35,994,28,91,,2.8,2.9,0.06,10136,0.71,43133,72,42,21,8,,,,12,0,3138,354,71,10643,50.2,11291
Arkansas,Poinsett,70.6,597,16,,18,12,20,4660,2538,14,48,36,1760,64,82,11,2.7,2.7,0.07,10243,0.76,36150,94,48,35,12,7,32,26,,56,6006,883,76,23283,51.4,17488
Arkansas,Polk,74.5,396,14,,18,12,14,4020,3501,,46,37,1901,117,89,25,3.1,2.9,0.14,10030,0.66,42915,76,,23,10,,35,29,2,58,6150,900,74,19707,51.2,15163
Arkansas,Pope,76.6,951,28,24,16,11,55,10940,5787,22,56,34,5034,78,91,7,3.2,3,0.12,9912,0.62,46350,61,45,29,32,7,54,61,17,127,16554,2217,79,64334,50.5,33652
Arkansas,Prairie,74.3,195,,,16,11,14,1350,188,,,37,488,50,,,3,2.8,0.04,9672,0.78,48478,71,17,20,5,,,,10,7,2813,195,66,7966,50,8715
Arkansas,Pulaski,75.6,6313,264,308,14,12,1995,57350,49304,267,428,40,27642,181,78,10,2.7,2.6,0.16,11722,0.84,56171,71,48,26,299,17,342,527,21,424,93882,22434,82,392980,52.4,46989
Arkansas,Randolph,74,360,15,,18,12,13,3280,1685,,37,35,1391,88,92,,2.6,2.5,0.04,8807,0.83,46495,69,,23,12,,18,18,25,48,5425,579,69,18247,50.5,12115
Arkansas,St. Francis,74.3,488,24,27,18,15,61,4680,5453,,38,41,1266,81,89,,2.3,2.1,0.46,9717,0.85,37759,100,46,26,11,19,13,28,21,72,5105,1184,65,24682,44.5,14568
Arkansas,Saline,77.3,1784,53,62,13,9,126,14850,8233,82,118,34,7171,52,93,9,3.2,3.1,0.07,8514,0.8,70550,42,43,20,42,3,129,108,14,171,35499,3434,86,123968,51.2,38734
Arkansas,Scott,73.2,203,,,19,12,8,1930,2338,,23,37,821,39,91,,2.7,2.6,0.03,10324,0.89,41230,74,,22,2,,,,13,22,3013,367,65,10164,49.3,7903
Arkansas,Searcy,75,160,,,19,12,,1560,1200,,15,37,561,102,,,3.4,3.3,0.02,12306,1.01,33814,72,,25,4,,10,11,,30,2423,259,61,7842,49.4,8195
Arkansas,Sebastian,75.6,2126,74,77,16,12,209,22490,6906,58,101,36,12978,103,92,13,3,2.9,0.16,9629,0.81,48627,66,58,28,74,6,115,96,20,257,30866,4958,79,127590,51,26170
Arkansas,Sevier,75.7,253,13,,17,13,12,2790,2285,,43,38,2178,138,89,,3.2,2.9,0.09,10017,0.61,45838,78,15,22,8,,12,12,8,64,3808,417,78,16702,49.7,10849
Arkansas,Sharp,75.5,387,,,19,12,10,3540,3107,,38,37,1320,115,95,,2.9,2.9,0.04,9745,0.74,40437,74,66,28,9,,23,21,34,36,5757,775,61,17424,50.8,13821
Arkansas,Stone,76.6,248,,,18,11,10,2430,1344,,15,36,1001,55,98,,3.2,3.2,0.06,10257,0.65,36148,72,,26,6,,21,14,,0,3607,519,50,12674,50.6,12394
Arkansas,Union,71.7,860,35,33,16,12,113,6150,5081,20,58,39,2351,92,91,,2.7,2.5,0.11,10555,0.66,47857,75,40,19,28,13,37,49,12,86,11797,1738,67,38219,51.5,22695
Arkansas,Van Buren,77,317,,,18,11,11,3170,1164,,36,37,1222,121,90,,3.1,2.9,0.07,11823,0.67,42345,100,,22,8,,18,14,5,26,5589,601,67,16541,50.4,17295
Arkansas,Washington,78,2574,128,152,15,11,351,33140,10768,39,213,33,24287,92,87,4,3,2.9,0.18,9558,0.87,57712,58,51,37,134,3,202,137,30,255,47656,9917,82,243216,50,51771
Arkansas,White,75.2,1317,42,61,16,11,80,13180,7029,34,107,36,5338,111,89,4,2.9,2.8,0.07,9647,0.76,43765,59,59,24,36,5,78,66,16,99,19553,2936,79,78729,51.4,41866
Arkansas,Woodruff,72.5,159,,,18,13,15,1340,234,,13,38,393,112,,,2.8,2.8,0.18,12386,0.68,37634,76,21,26,5,,10,,38,0,2035,255,58,6264,51.5,7260
Arkansas,Yell,75.2,408,13,,18,13,26,3510,1726,,36,35,1981,113,91,,3,3,0.06,10266,0.79,48728,78,48,22,12,9,15,16,21,48,5550,515,75,21181,49.7,17554
California,,81,378883,12544,13801,11,9,132911,4011960,1204935,20454,27186,35,2657697,73,88,7,2.9,2.7,0.26,13582,0.87,83001,59,57,27,,5,21628,15801,7,1991,7241318,2487212,89,39368078,50.3,1880350
California,Alameda,82.8,13444,426,473,10,9,6100,139810,16876,761,711,33,63889,61,87,4,3.1,3,0.23,13740,0.84,113518,42,51,25,534,6,767,640,0,2670,307281,95623,91,1662323,50.8,5869
California,Alpine,,42,,,14,10,,140,197,,,35,61,0,,,,,0.17,,0.51,64542,64,,27,1,,,,0,8,321,23,87,1119,47.7,1175
California,Amador,79.7,592,,,12,9,183,4120,36,27,55,33,1612,60,87,10,2.7,2.5,0.02,9890,0.87,68141,40,,25,14,6,59,38,3,110,11396,2332,84,40083,45.7,23016
California,Butte,77.6,3213,63,63,13,10,248,32450,14192,184,242,35,12590,118,87,6,2.7,2.5,0.09,13867,0.83,54718,59,64,35,80,4,232,159,9,449,49887,14808,88,212744,50.5,41584
California,Calaveras,79.5,744,13,,12,9,48,5360,2730,29,81,32,2262,26,91,,2.7,2.4,0.02,14274,0.67,66329,50,74,26,22,3,53,43,7,44,13492,2982,84,46308,50.1,34370
California,Colusa,79.6,229,,,14,12,17,2870,2647,,35,33,1893,32,89,,2.8,2.6,0.12,13209,0.7,59422,76,29,28,10,,10,,8,282,4651,791,80,21558,49.1,6795
California,Contra Costa,82.2,9986,313,304,10,9,2676,87180,30080,560,644,33,55219,54,89,5,3,2.8,0.2,12440,0.8,106484,39,53,25,370,6,587,466,,1505,266238,64279,93,1152333,51.1,8316
California,Del Norte,76.3,498,,,15,11,34,4350,4133,16,41,36,1447,86,90,19,2.5,2.2,0.05,13551,0.83,47442,66,47,35,10,10,29,23,187,99,6706,1490,84,27968,45.4,9634
California,El Dorado,81.9,2016,43,31,11,8,211,16890,7710,105,170,30,8099,49,94,5,3.1,2.9,0.08,11899,0.75,87792,31,64,24,60,3,174,96,7,212,55193,11219,89,192925,50.3,62827
California,Fresno,78,11184,544,656,14,14,2059,144790,49773,414,1071,38,73200,90,88,10,2.9,2.7,0.16,13754,0.89,61401,74,50,30,281,7,530,521,12,820,166420,55662,83,1000918,50.1,100537
California,Glenn,77.3,373,21,,15,12,22,3790,2459,21,34,34,2496,71,92,11,2.5,2.3,0.12,10040,0.81,57779,70,,29,8,7,34,27,0,247,5970,1883,74,28283,49.1,11494
California,Humboldt,77.2,2124,55,60,14,10,221,20060,6112,110,186,32,9146,116,87,9,2.8,2.6,0.16,13965,0.86,56071,58,78,34,51,8,151,107,15,566,30761,11231,86,134977,50.5,40062
California,Imperial,79,2039,71,70,16,15,359,34580,13349,137,158,34,12480,75,88,7,2.6,2.5,0.2,14180,0.78,47599,78,66,35,73,4,64,52,12,471,26589,8281,82,180267,48.8,30399
California,Inyo,78.7,301,,,12,9,23,1800,1441,22,13,33,1057,116,83,,,2.6,0.03,19938,0.78,55981,54,,34,11,,17,11,58,187,5170,1034,83,18046,49.9,8611
California,Kern,76.5,11288,513,544,16,13,1785,121800,65742,851,1090,34,62680,67,88,10,2.7,2.4,0.21,13342,0.81,58583,73,52,31,167,11,593,646,6,593,161113,45292,84,901362,48.9,85693
California,Kings,79.2,1493,72,74,15,13,197,20220,10438,67,149,36,9900,83,91,12,2.7,2.5,0.12,12201,0.93,60319,71,37,28,41,6,101,74,8,273,23368,5863,83,152692,45,16601
California,Lake,74.8,1448,24,29,15,11,144,9640,1222,137,112,35,4019,73,78,,2.6,2.3,0.05,13181,0.85,52345,72,58,34,20,10,86,61,7,129,17276,4217,81,64479,50.1,21408
California,Lassen,78.3,419,14,,14,10,30,3790,3246,26,36,35,789,90,91,21,2.6,2.5,0.04,14424,0.75,63803,49,53,26,10,6,40,20,14,87,6291,1159,82,30016,38.6,24610
California,Los Angeles,81.3,94251,2804,3241,12,11,49678,1079900,142660,4276,5910,36,864634,73,86,7,2.9,2.7,0.29,13430,0.92,75624,69,58,29,2573,6,4384,3840,4,3553,1534472,762517,87,9943046,50.7,59424
California,Madera,79.1,1759,76,77,15,13,185,19620,8175,64,206,34,12305,74,87,7,2.6,2.4,0.24,11778,0.82,68744,80,64,25,43,6,91,79,26,324,29270,6815,85,157761,51.6,49672
California,Marin,85.2,1894,31,22,9,7,801,19210,2943,130,99,29,8906,69,89,7,3.3,3.2,0.16,19154,0.77,127601,29,58,25,157,2,212,78,8,1171,66719,19177,93,257332,51.1,16457
California,Mariposa,80.6,277,,,13,9,23,2450,477,11,39,34,1040,87,93,,2.8,2.5,0.04,13686,1.01,56887,64,72,29,5,,22,16,,19,5520,1442,79,17160,49.5,18251
California,Mendocino,78.5,1347,45,49,14,10,165,11950,5202,114,133,33,6083,107,82,9,2.5,2.4,0.12,17595,0.86,53176,74,,34,37,6,105,66,30,282,20611,6538,82,86061,50.4,39731
California,Merced,78.2,2986,125,114,16,13,315,38880,19726,136,352,35,24272,66,92,9,2.7,2.5,0.1,12887,0.85,58998,77,47,30,72,8,125,125,9,436,42480,11920,87,279252,49.5,36510
California,Modoc,76.9,167,,,15,10,,1390,1664,,10,34,621,80,,,2.6,2.4,0.03,13883,0.6,46838,57,,35,10,,,,13,34,2752,373,75,8763,49.8,6776
California,Mono,103.3,101,,,12,9,9,1240,2448,,10,32,1119,103,95,,2.5,2.3,0.06,19826,0.96,73204,52,,34,6,,10,,21,199,3535,474,89,14534,46.8,6509
California,Monterey,82.2,3533,167,185,13,12,753,43610,21089,211,322,32,38218,57,87,7,2.5,2.4,0.28,13641,0.91,85031,73,54,22,124,8,200,206,22,674,66346,23077,88,430906,49.2,40742
California,Napa,82.1,1246,30,30,11,9,267,10660,3589,54,78,30,8186,74,88,3,2.8,2.7,0.18,20282,0.95,92149,48,69,25,48,1,82,48,15,564,31424,8144,90,135965,50.2,18290
California,Nevada,80.8,1278,30,25,11,8,123,10310,8507,68,90,30,4347,80,90,,3,2.8,0.13,12678,0.78,74158,46,72,25,43,3,104,66,2,222,30605,7521,88,99606,50.9,41614
California,Orange,82.8,24428,735,780,11,10,6985,264340,33752,1477,1525,34,211263,74,91,4,3.1,3,0.24,12608,0.83,98786,49,49,25,788,2,1659,772,,2684,595228,199827,92,3166857,50.7,4315
California,Placer,82.3,3491,88,85,10,8,367,31230,17793,174,208,31,13431,69,91,6,3.2,3.1,0.07,11789,0.77,100662,26,45,22,149,2,278,142,6,470,106894,20740,91,402950,51.2,48039
California,Plumas,77.4,340,,,12,8,18,2500,214,13,30,33,763,37,88,,2.7,2.6,0.06,15511,0.7,58489,57,73,28,12,,21,15,0,0,6077,1136,81,18967,50.2,14810
California,Riverside,80,26085,848,874,13,11,9446,216050,152519,1595,2062,38,183711,58,91,8,2.9,2.7,0.13,12952,0.8,76409,65,41,25,378,4,1445,1016,6,625,497259,137012,89,2489188,50.1,101212
California,Sacramento,79.2,17287,595,663,12,10,4371,168410,59972,860,1167,35,79690,75,87,8,2.8,2.7,0.13,12894,0.91,72953,60,46,27,437,6,990,748,5,1281,314234,92776,90,1559146,51.1,29257
California,San Benito,81.9,507,20,,12,11,53,4220,1491,26,79,32,4199,39,90,,2.9,2.7,0.07,11010,0.77,91185,56,47,21,18,3,30,24,7,300,12013,2785,92,64055,49.7,13267
California,San Bernardino,77.6,26337,1055,1191,14,12,4730,206710,173574,1048,2192,38,164814,76,89,9,2.8,2.6,0.16,13623,0.84,65984,72,41,28,412,7,1167,1180,12,930,384774,115527,87,2189183,50.2,96357
California,San Diego,81.8,28272,935,1087,11,9,13249,305100,85525,1724,1824,32,222201,89,87,5,3.1,2.9,0.19,16011,0.86,87126,50,50,25,1007,3,2121,1104,5,1568,609350,225465,92,3332427,49.6,102054
California,San Francisco,83.7,7396,140,174,9,9,12013,92090,2436,1186,275,33,35113,114,85,2,3,3,0.19,17228,0.81,121722,49,61,27,331,5,459,224,8,4366,137679,57313,89,866606,49,0
California,San Joaquin,77.7,9284,390,387,13,12,1366,85740,31081,407,809,37,46804,40,86,9,2.6,2.5,0.13,12501,0.86,70685,62,47,27,237,10,407,463,9,864,133381,40111,86,767967,50.1,58065
California,San Luis Obispo,81.8,2733,56,74,11,9,383,25660,10932,180,197,30,12969,84,92,2,3.1,2.9,0.09,14399,0.74,79455,44,62,26,110,2,262,134,13,565,66635,19059,89,282249,49.5,44750
California,San Mateo,84.9,5010,165,186,9,9,1698,50810,6605,288,273,30,32679,53,88,4,3.2,3.2,0.18,17050,0.89,132369,33,58,23,300,2,339,170,9,2194,157703,45979,93,758308,50.4,13586
California,Santa Barbara,81.7,3720,163,175,12,10,580,41030,12215,242,252,31,39104,73,91,6,2.7,2.6,0.2,15611,0.9,86136,62,52,25,144,3,275,151,24,1002,77504,28335,90,444766,50,21269
California,Santa Clara,84.7,12066,450,465,9,9,3399,140120,17215,693,902,32,81141,86,90,3,3.2,3.2,0.21,14779,0.71,139462,35,50,21,671,2,790,403,0,2289,358228,98508,93,1907105,49.3,19307
California,Santa Cruz,82.7,2359,64,77,12,9,483,27710,14218,156,171,30,15106,85,86,2,2.7,2.6,0.28,12923,0.81,93015,52,70,24,95,3,206,95,11,1013,58094,19145,90,269925,50.6,31589
California,Shasta,75.8,3154,78,80,13,9,206,25910,12257,120,218,33,10256,118,89,8,3,2.8,0.05,13452,0.77,59108,55,56,30,76,5,227,154,10,348,46238,12968,85,179027,50.9,51902
California,Sierra,81,46,,,13,9,5,350,804,,,33,123,137,,,2.7,2.7,0.02,15673,0.78,59422,46,,28,1,,,,,4,917,253,76,2920,49.2,3231
California,Siskiyou,75.9,863,25,23,14,10,62,7020,5111,21,71,33,2550,81,89,8,2.7,2.6,0.14,13638,0.74,49441,66,59,36,19,7,54,46,3,117,12659,2753,82,43245,50.3,29556
California,Solano,80,5043,157,185,11,10,1260,37600,15627,236,342,36,19423,55,85,7,2.8,2.6,0.1,11939,0.83,83678,50,40,24,99,8,283,249,20,1017,93839,23537,92,446935,50.2,15370
California,Sonoma,82,4969,96,98,11,8,1424,43600,12493,324,308,30,26419,78,84,5,3,2.8,0.14,15109,0.88,87366,45,53,26,172,2,367,163,18,823,115845,33516,91,489819,51.2,59776
California,Stanislaus,77.3,6919,239,254,14,12,820,64300,17334,292,579,34,34577,66,87,8,2.7,2.5,0.11,12318,0.83,64501,67,50,28,124,4,300,199,11,600,102675,29762,87,550081,50.4,41057
California,Sutter,78.4,1162,49,50,14,11,113,13170,7709,40,124,35,6307,102,87,9,2.8,2.5,0.12,12831,0.84,65791,64,41,28,35,4,63,55,7,419,19267,4366,85,96385,50.2,14019
California,Tehama,76.2,1098,32,27,15,11,45,10170,6325,15,99,34,3930,71,87,,2.6,2.5,0.1,12243,0.84,61571,72,70,28,29,6,70,63,12,157,16282,4376,80,64494,50.4,32676
California,Trinity,74.6,283,11,,14,10,16,2020,1057,,41,35,762,123,87,,2.8,2.5,0.09,15642,0.77,45113,66,,38,4,11,28,25,25,39,4041,932,71,12216,48.8,13786
California,Tulare,77.8,5089,252,283,16,14,489,71990,21739,165,568,35,34198,86,90,10,2.7,2.5,0.14,12905,0.88,62058,76,67,28,125,8,200,219,15,400,79353,24709,82,468680,50.1,68449
California,Tuolumne,78.3,912,21,25,13,9,52,6860,3411,28,49,33,2160,81,87,,2.8,2.7,0.03,12416,0.8,63336,48,79,29,19,3,66,39,24,99,16886,3736,84,54515,47.9,27110
California,Ventura,82.3,6901,250,280,11,10,1097,65680,19017,461,486,33,65807,50,89,6,2.8,2.6,0.22,11853,0.84,90961,53,50,24,242,3,461,286,16,1067,172037,48788,90,841387,50.5,25725
California,Yolo,81.4,1717,50,59,12,10,306,23330,5793,79,154,31,10922,63,89,5,2.9,2.7,0.14,13054,0.85,80668,49,51,27,79,3,109,61,8,655,38280,13680,90,219728,51.6,13918
California,Yuba,76.3,1140,53,58,14,11,93,10090,7852,43,94,35,4705,77,81,7,2.7,2.6,0.07,13448,0.8,56278,68,40,31,20,8,73,62,12,362,16089,3951,86,80160,49.4,18921
Colorado,,80,58091,2243,2132,10,7,13025,566440,253692,3566,4258,30,386305,122,81,6,3.1,3,0.19,10957,0.83,77688,41,64,28,,4,6238,4248,14,554,1415324,291404,90,5807719,49.6,696435
Colorado,Adams,78.6,5141,233,245,11,9,1221,44230,20911,329,378,33,48379,198,78,8,2.8,2.7,0.14,10033,0.84,73615,53,54,29,205,5,519,340,8,713,112065,23120,88,519883,49.5,15988
Colorado,Alamosa,75.1,228,12,,14,11,28,2340,1942,16,19,33,1427,216,83,,3,2.9,0.04,10981,0.78,50390,70,,31,9,,19,14,14,166,3431,700,79,16180,50.6,5694
Colorado,Arapahoe,80.6,5841,258,282,10,8,1587,53830,12030,355,368,30,45737,130,84,6,3.1,3,0.14,11993,0.86,82381,43,49,27,292,5,584,418,13,783,155364,34018,92,657452,50.3,9011
Colorado,Archuleta,82.6,175,,,11,8,15,1380,1294,,18,30,1160,77,83,,2.9,2.6,0.01,9964,0.84,63961,50,,26,4,,21,16,13,52,4252,816,86,14196,50,7175
Colorado,Baca,76.4,58,,,14,9,,530,390,,,33,307,113,,,,,0.05,13557,0.9,42531,59,,30,4,,,,,60,1232,171,75,3555,49.9,3788
Colorado,Bent,74,106,,,16,12,,1130,333,,10,35,265,56,69,,3.1,3.1,0.21,10571,0.9,50688,60,,23,3,,,,15,56,1133,187,76,5356,36.5,2467
Colorado,Boulder,82.6,2416,63,71,9,6,472,29610,7671,133,161,27,17561,126,89,5,3.4,3.3,0.14,11681,0.77,88289,26,58,30,210,1,302,161,11,538,81061,22063,92,327171,49.7,26255
Colorado,Broomfield,81.8,518,29,25,8,6,14,5390,2817,32,22,29,2704,87,,,3.6,3.4,0.03,,0.75,106263,17,49,25,36,3,57,36,6,305,18041,2886,94,72236,50,326
Colorado,Chaffee,81.9,233,,,11,7,21,2080,521,,16,30,1307,97,83,,3,2.6,0.02,12197,0.94,64220,36,,34,5,,42,24,8,154,6154,1139,81,20661,47.1,6663
Colorado,Cheyenne,79,29,,,12,8,,200,164,,,32,144,56,,,,,0.04,19197,0.77,56383,33,,24,1,,,,,44,598,43,85,1795,49.1,1836
Colorado,Clear Creek,83.5,115,,,10,6,14,830,255,,,30,461,21,83,,2.9,2.8,0.03,13922,0.91,79422,18,51,26,3,,16,14,7,586,3432,447,86,9586,47.2,9088
Colorado,Conejos,75.4,128,,,14,12,,1080,269,,,34,570,74,89,,3.4,3.2,0.11,12390,0.9,39822,60,,30,4,,14,16,6,33,2578,337,70,8143,49.6,8256
Colorado,Costilla,77.2,67,,,16,14,,650,2043,,,34,363,26,,,2.5,2.2,0.02,14470,0.7,35639,82,,29,3,,,,13,38,1192,164,75,3921,48.7,3524
Colorado,Crowley,77.2,97,,,15,12,16,1070,33,,10,36,239,70,,,,,0.01,10222,0.91,36836,71,,35,1,,,,,0,1042,186,78,5696,27,5823
Colorado,Custer,79,74,,,11,7,0,530,268,,,31,341,154,,,3.2,3.3,,11100,0.75,60485,49,,25,,,10,,,0,2038,206,78,5183,48.6,4255
Colorado,Delta,77.1,526,15,,13,9,24,4410,1087,21,35,33,2111,77,87,,3.2,3,0.05,9763,0.81,53553,59,68,31,7,,54,48,14,60,8985,2139,75,31067,50,19553
